rounds,accuracy,kappa,f1_score,roc_auc,Scenario
1,0.2578452928243054,0.1739322556526377,0.1782750904461336,0.7570750076945925,Baseline_NonIID
2,0.379972016789926,0.3012815725161762,0.3082946288111758,0.7992764877639223,Baseline_NonIID
3,0.4309414351389166,0.3562551978817357,0.3704373663757713,0.8178854046954216,Baseline_NonIID
4,0.451129322406556,0.3780513801774131,0.3818367003626578,0.8342488569469897,Baseline_NonIID
5,0.4647211672996202,0.3930216046757901,0.3965182777198774,0.8406439497925893,Baseline_NonIID
6,0.4801119328402958,0.410824092843679,0.4149861003825693,0.8517764942195825,Baseline_NonIID
7,0.4789126524085548,0.410276749505536,0.4254085256511968,0.8558716058815472,Baseline_NonIID
8,0.5132920247851289,0.44798524042957,0.4548325572200908,0.8620414717454999,Baseline_NonIID
9,0.5092944233459924,0.4435057912451269,0.4490618588027771,0.8645117479198572,Baseline_NonIID
10,0.5258844693184089,0.4615271854661109,0.4627057626238959,0.8672985478838513,Baseline_NonIID
11,0.5240855486707975,0.4599116287866134,0.464405675073762,0.8708339222809516,Baseline_NonIID
12,0.5302818309014591,0.4675512832222492,0.4752315797625639,0.8716696704384108,Baseline_NonIID
13,0.5374775134919049,0.4746467637983237,0.4767013602934041,0.8761215347040681,Baseline_NonIID
14,0.5578652808315011,0.4972710087731263,0.5003806169209294,0.8792923754130092,Baseline_NonIID
15,0.5540675594643214,0.4929735328154102,0.5028316203263045,0.8778348829658202,Baseline_NonIID
16,0.5592644413351989,0.4991374885305855,0.5053431618871047,0.8808034380445104,Baseline_NonIID
17,0.5680591645012992,0.5084201032057929,0.513136067737534,0.8812291222124334,Baseline_NonIID
18,0.5780531680991405,0.5188732931791304,0.517267421152483,0.883352866626772,Baseline_NonIID
19,0.5816510093943634,0.523004506608466,0.5191734467609281,0.8832930967150532,Baseline_NonIID
20,0.5824505296821907,0.5242610955632473,0.5214222179066558,0.885794706603052,Baseline_NonIID
21,0.5900459724165501,0.5326012374191083,0.524163992699717,0.88733549422603,Baseline_NonIID
22,0.5894463322006795,0.5325674505034631,0.5290099340736939,0.8870361670133187,Baseline_NonIID
23,0.5938436937837298,0.5368650991275329,0.5316597032044429,0.8855359834772663,Baseline_NonIID
24,0.6002398560863482,0.5439942511220366,0.5407291390996702,0.889243119763615,Baseline_NonIID
25,0.5954427343593843,0.53903142949101,0.5355627395337784,0.8896695844396614,Baseline_NonIID
26,0.5994403357985209,0.5428494138788936,0.5329740796440823,0.8895878417826529,Baseline_NonIID
27,0.6074355386767939,0.5523941691947125,0.5470676382751045,0.8912284850537545,Baseline_NonIID
28,0.6042374575254847,0.5489433408384408,0.5438210237270451,0.8913828169878119,Baseline_NonIID
29,0.605036977813312,0.5491561341771483,0.5446501116243954,0.8922934796363391,Baseline_NonIID
30,0.6032380571657006,0.547453168644801,0.5437171028118964,0.8923300134407273,Baseline_NonIID
31,0.6070357785328803,0.5519984435285968,0.5451593529449166,0.8924707359875886,Baseline_NonIID
32,0.6068358984609235,0.5517472941569713,0.5497998661806915,0.8928343083757586,Baseline_NonIID
33,0.6158305016989806,0.5615239567825586,0.5547588837385666,0.8950836611624158,Baseline_NonIID
34,0.6216270237857285,0.5678122200280747,0.5588467590718185,0.895706892316103,Baseline_NonIID
35,0.6158305016989806,0.56160992019138,0.5543637319955155,0.8939195288174708,Baseline_NonIID
36,0.6170297821307216,0.5626424715364223,0.5563588380675026,0.895808336129441,Baseline_NonIID
37,0.617629422346592,0.563508086439015,0.5591311422291843,0.8952537120113313,Baseline_NonIID
38,0.6210273835698581,0.5670159635229904,0.560406803201669,0.8955841825236679,Baseline_NonIID
39,0.6254247451529082,0.5722480038908262,0.5644291593254839,0.8950973031778097,Baseline_NonIID
40,0.6218269038576854,0.5682922976831152,0.5601864356694771,0.8970245505091851,Baseline_NonIID
41,0.6218269038576854,0.5681751907042832,0.563349660738674,0.8988767752992629,Baseline_NonIID
42,0.6254247451529082,0.5719615894273558,0.5620818999348078,0.8969969134285687,Baseline_NonIID
43,0.6322206675994403,0.5792295693723517,0.5625687925341174,0.8975082857501258,Baseline_NonIID
44,0.6242254647211672,0.5707429541783479,0.5610009001281335,0.8991135859844399,Baseline_NonIID
45,0.6214271437137717,0.5676122252877738,0.5605208883122863,0.8961269556746423,Baseline_NonIID
46,0.6286228263042175,0.5751058302164499,0.5654344888004238,0.8967661641416846,Baseline_NonIID
47,0.6248251049370378,0.5711447472362107,0.563258854512329,0.8982947123728354,Baseline_NonIID
48,0.6240255846492104,0.5703319606143491,0.5624160480182555,0.898622533747863,Baseline_NonIID
49,0.6324205476713972,0.579426409428145,0.5687099773094414,0.8964661601991287,Baseline_NonIID
50,0.6330201878872677,0.580422156273758,0.5713056190600774,0.8979339392633459,Baseline_NonIID
1,0.1968818708774735,0.107786779722933,0.089041641276623,0.7371372425281312,One_Attacker_NonIID
2,0.3445932440535678,0.2623876776317765,0.2760077626234339,0.7944841381874997,One_Attacker_NonIID
3,0.3677793324005596,0.286959669472963,0.2954336319070528,0.8099243705978003,One_Attacker_NonIID
4,0.4137517489506296,0.3366220388718144,0.3383736842741495,0.8250863109521622,One_Attacker_NonIID
5,0.4405356785928443,0.3658827152820925,0.3691939929135473,0.832053201238728,One_Attacker_NonIID
6,0.4643214071557066,0.3942073656628439,0.402351724533071,0.8374901009895932,One_Attacker_NonIID
7,0.4747151708974615,0.4043973188795453,0.4110989141804133,0.8452851725529369,One_Attacker_NonIID
8,0.4823106136318209,0.4132545746389909,0.4078597303879427,0.8485336373083449,One_Attacker_NonIID
9,0.4939036578053168,0.424967475528578,0.425058287124434,0.8531936397822333,One_Attacker_NonIID
10,0.5020987407555467,0.4337759356047009,0.4341320267676123,0.8497182778275022,One_Attacker_NonIID
11,0.5030981411153308,0.4351329413056269,0.4364240713556372,0.8580625881913336,One_Attacker_NonIID
12,0.522286628023186,0.4567108819700888,0.4636265598285545,0.8631422759780517,One_Attacker_NonIID
13,0.5282830301818908,0.4633894211299615,0.4604142206797907,0.8651871478408697,One_Attacker_NonIID
14,0.5296821906855886,0.4655981951554873,0.4743938190461781,0.8701225050749022,One_Attacker_NonIID
15,0.5448730761543075,0.4819763947910744,0.4831184405869327,0.8693821727409029,One_Attacker_NonIID
16,0.5572656406156307,0.495775283537035,0.4926453263437029,0.8714784713467504,One_Attacker_NonIID
17,0.5696582050769539,0.5100997392089139,0.5027684934068746,0.874802995166857,One_Attacker_NonIID
18,0.5698580851489107,0.5094753668794084,0.5046402419697656,0.8713609639608636,One_Attacker_NonIID
19,0.5584649210473716,0.4978647013257358,0.4991386493757301,0.875874946771424,One_Attacker_NonIID
20,0.5690585648610833,0.5087429296244759,0.4975620974116131,0.874226694536629,One_Attacker_NonIID
21,0.5618628822706376,0.5008381891544219,0.505036488244036,0.8762554737492355,One_Attacker_NonIID
22,0.5664601239256446,0.5061514931719064,0.5066385342154216,0.8773823534198851,One_Attacker_NonIID
23,0.5804517289626224,0.5212880320148616,0.5131568261766088,0.8755015273732708,One_Attacker_NonIID
24,0.5938436937837298,0.5365649277567319,0.5283178309595808,0.8800875193959833,One_Attacker_NonIID
25,0.587847291625025,0.5301473943145424,0.5232327986930807,0.8812561177498562,One_Attacker_NonIID
26,0.5968418948630821,0.5394870448167349,0.5247860189922565,0.8788115141628651,One_Attacker_NonIID
27,0.5874475314811113,0.5293955035701737,0.528033751723899,0.8837338269216016,One_Attacker_NonIID
28,0.6056366180291824,0.549237271085981,0.5360471381666719,0.8860230840306269,One_Attacker_NonIID
29,0.6006396162302619,0.5437172187539223,0.5282925391948655,0.884813711078884,One_Attacker_NonIID
30,0.6010393763741755,0.5446339514910477,0.5334611650722789,0.8818528177612726,One_Attacker_NonIID
31,0.592444533280032,0.5351625029712249,0.5355517453702634,0.8833084060002806,One_Attacker_NonIID
32,0.6014391365180891,0.5449453769874841,0.5426087604622456,0.8829442583312368,One_Attacker_NonIID
33,0.5990405756546072,0.5419829966941773,0.5396721961841255,0.8840891530942944,One_Attacker_NonIID
34,0.6060363781730962,0.5501201668465348,0.5422882746104088,0.882767947954529,One_Attacker_NonIID
35,0.6058364981011393,0.549809474730695,0.5441485329349597,0.8837508489589895,One_Attacker_NonIID
36,0.6056366180291824,0.5494962079999741,0.5388637725540405,0.8827400419339165,One_Attacker_NonIID
37,0.6008394963022187,0.5441091442414651,0.5325837237291571,0.8828088702189313,One_Attacker_NonIID
38,0.6072356586048371,0.5514059054401953,0.5408595262405332,0.886348636065718,One_Attacker_NonIID
39,0.6070357785328803,0.5505286738006616,0.5425762899771667,0.8855563442278981,One_Attacker_NonIID
40,0.6070357785328803,0.5502049657396816,0.5345626366054633,0.8877024659732755,One_Attacker_NonIID
41,0.6140315810513691,0.5586312747959817,0.5471697300844898,0.8861228087415172,One_Attacker_NonIID
42,0.606236258245053,0.5498917551318293,0.5439733942128702,0.8813969358279617,One_Attacker_NonIID
43,0.6134319408354987,0.5584800544859564,0.5520851050105734,0.8859112664700379,One_Attacker_NonIID
44,0.6186288227063762,0.5640917067163103,0.5531462997851627,0.8861746280167807,One_Attacker_NonIID
45,0.6150309814111533,0.5600091324978266,0.548845035131248,0.8817186543222406,One_Attacker_NonIID
46,0.6166300219868079,0.5621960749370839,0.5590674725614637,0.8875063709615554,One_Attacker_NonIID
47,0.6200279832100739,0.565618811821441,0.5602848980271858,0.8849709716123721,One_Attacker_NonIID
48,0.6092344593244053,0.5539993585055745,0.5475955792259948,0.8844350112465117,One_Attacker_NonIID
49,0.6088346991804917,0.5533214717499214,0.5490703443595513,0.8802728229821771,One_Attacker_NonIID
50,0.6226264241455127,0.568463671363249,0.557822296326042,0.8826944090217387,One_Attacker_NonIID
1,0.1307215670597641,0.0321046974061646,0.0877891505478877,0.6814809611192768,Two_Attackers_NonIID
2,0.2278632820307815,0.1330337892714747,0.1429940412150853,0.7314000689895922,Two_Attackers_NonIID
3,0.2526484109534279,0.1612740557200864,0.1594396197224807,0.7583796179589636,Two_Attackers_NonIID
4,0.273236058364981,0.1848146059107545,0.212504547066555,0.7700504005242418,Two_Attackers_NonIID
5,0.336398161103338,0.2528134831378397,0.2696816620493884,0.7940673194119741,Two_Attackers_NonIID
6,0.313411952828303,0.2264491832879251,0.2463323717366879,0.7883050774096619,Two_Attackers_NonIID
7,0.3090145912452528,0.2208146414747524,0.2227556442915264,0.789002835823316,Two_Attackers_NonIID
8,0.3383969618229062,0.2523209507017082,0.2676455645233941,0.7922000667823834,Two_Attackers_NonIID
9,0.3369978013192085,0.2519670258110477,0.2567884789604009,0.7972043256399912,Two_Attackers_NonIID
10,0.3463921647011793,0.2628251097246041,0.2803165685292371,0.8035782280035841,Two_Attackers_NonIID
11,0.3585848490905456,0.276236303410818,0.2889522176684284,0.8141284762736929,Two_Attackers_NonIID
12,0.3999600239856086,0.3213217417154895,0.3306621054026711,0.8190805437919713,Two_Attackers_NonIID
13,0.3897661403158105,0.3085471838502737,0.3261283250196772,0.8141784754734547,Two_Attackers_NonIID
14,0.3691784929042574,0.2865497360306632,0.3124720518901006,0.8149323471611917,Two_Attackers_NonIID
15,0.4101539076554067,0.3313213356173058,0.3488371999710508,0.826020023168508,Two_Attackers_NonIID
16,0.3751748950629622,0.2937358888585912,0.312627713440809,0.8121309169898894,Two_Attackers_NonIID
17,0.3981611033379972,0.3202088438589863,0.3321202887066247,0.8184762717392875,Two_Attackers_NonIID
18,0.3769738157105736,0.2959931620741404,0.3106245719235395,0.8145586226877665,Two_Attackers_NonIID
19,0.3605836498101139,0.2773509762515107,0.2945415844651994,0.8146102557877847,Two_Attackers_NonIID
20,0.4087547471517089,0.3306282104962268,0.3426524264634763,0.8249579055080646,Two_Attackers_NonIID
21,0.3927643413951629,0.3114632599052503,0.3299012195105676,0.8152714951989481,Two_Attackers_NonIID
22,0.4519288426943834,0.3778903916766124,0.3929381249086747,0.8269845800575524,Two_Attackers_NonIID
23,0.3887667399560264,0.309287087668428,0.3298862040916493,0.8207665371791666,Two_Attackers_NonIID
24,0.3663801718968619,0.2843461412246232,0.315724796408081,0.8141637773282477,Two_Attackers_NonIID
25,0.3647811313212072,0.2811347493460341,0.3166985723044762,0.8134087120546571,Two_Attackers_NonIID
26,0.4487307615430742,0.374627512765544,0.3924890624488995,0.8276183512215578,Two_Attackers_NonIID
27,0.4335398760743554,0.3578773199412559,0.3806539432724726,0.8253967008861881,Two_Attackers_NonIID
28,0.4107535478712772,0.3338947733629435,0.3499406539841807,0.8239435071522481,Two_Attackers_NonIID
29,0.4485308814711173,0.3737996609156523,0.3942423896453279,0.8275079433566049,Two_Attackers_NonIID
30,0.4565260843493903,0.3837202084179699,0.3979515890677753,0.8360169617261364,Two_Attackers_NonIID
31,0.4241455126923846,0.3470712349138338,0.3555991803260297,0.834069108601115,Two_Attackers_NonIID
32,0.4297421547071757,0.3536020518781425,0.3717028680434788,0.8291175775707976,Two_Attackers_NonIID
33,0.3519888067159704,0.2682366775941495,0.3057688254034974,0.811307142586275,Two_Attackers_NonIID
34,0.4507295622626424,0.3771516699906501,0.396540061980741,0.8389231372220233,Two_Attackers_NonIID
35,0.383369978013192,0.3018690606886349,0.3394201541472917,0.8212251788320367,Two_Attackers_NonIID
36,0.4315410753547871,0.3565043173474138,0.3931282508021267,0.8295140329878787,Two_Attackers_NonIID
37,0.4387367579452328,0.3635884541238388,0.3869293374781535,0.8317394180750417,Two_Attackers_NonIID
38,0.4059564261443134,0.3277282127671191,0.3541958960578376,0.8290522798381128,Two_Attackers_NonIID
39,0.4177493503897661,0.3410130407190982,0.3727584054139022,0.8310823620981155,Two_Attackers_NonIID
40,0.4325404757145712,0.3573220123115291,0.3876671056674629,0.8309469980968084,Two_Attackers_NonIID
41,0.4425344793124126,0.367764014690963,0.3886323153641497,0.8304152301358908,Two_Attackers_NonIID
42,0.3977613431940835,0.3181041135656297,0.3495178518352019,0.8272906121510246,Two_Attackers_NonIID
43,0.4039576254247451,0.3252114771249217,0.3513735496867735,0.8267733232414919,Two_Attackers_NonIID
44,0.451129322406556,0.377439221413407,0.3951162004171014,0.8396569630330585,Two_Attackers_NonIID
45,0.3871676993803717,0.3071931987191794,0.3414566076562722,0.8310726462317379,Two_Attackers_NonIID
46,0.43513891665001,0.3598295031877196,0.3855317900891526,0.8365170636892387,Two_Attackers_NonIID
47,0.461523086148311,0.3879050298537203,0.4086849531862177,0.8349121623080701,Two_Attackers_NonIID
48,0.4525284829102538,0.3787690116991031,0.396275322919623,0.8375857449942894,Two_Attackers_NonIID
49,0.3781730961423146,0.2973724730991648,0.3302502642019797,0.8246354679865339,Two_Attackers_NonIID
50,0.4189486308215071,0.3427514591312243,0.368816503476316,0.8305602327554321,Two_Attackers_NonIID
